City,Country,Region,Page,Section,Source,PageViews,TimeOnPage,TotalDownloads,UniqueVisitors,Visits,ConversionRate
Bratislava,Slovakia,Europe,/gallery,Examples,Facebook,700,111780,5,690,970,0.0052
Brussels,Belgium,Europe,/gallery/world-internet-usage,Examples,Linkedin,220,4800,10,100,240,0.0417
Buenos Aires,Argentina,South America,/gallery,Examples,Linkedin,156,180,1,60,258,0.0039
Buenos Aires,Argentina,South America,/download,Register,Linkedin,126,1068,6,60,228,0.0263
Buenos Aires,Argentina,South America,/how-it-works,User,Linkedin,102,7200,0,60,132,0
Cambridge,United States,North America,/gallery,Examples,Organic,29,346,0,10,35,0
Campo Grande,Brazil,South America,/download,Register,Linkedin,192,6640,2,80,464,0.0043
Cedar Park,United States,North America,/gallery/world-internet-usage,Examples,Organic,29,1167,0,10,57,0
Charlotte,United States,North America,/gallery/world-internet-usage,Examples,Facebook,12,1240,0,10,29,0
Chennai,India,Asia,/faq,User,Organic,162,6480,1,60,252,0.004
Chungli,Taiwan,Asia,/knowledgebase/best-practices-designing-piecees-and-dashboards,User,Organic,640,11000,3,250,720,0.0042
Ciudad Juarez,Mexico,North America,/gallery,Examples,Linkedin,150,2180,1,56,430,0.0023
Coventry,United Kingdom,Europe,/gallery/africa-urban,Examples,Facebook,156,1880,4,40,208,0.0192
Dallas,United States,North America,/gallery/world-internet-usage,Examples,Organic,46,1400,0,10,21,0
Davidson,United States,North America,/gallery/holiday-work-visa,Examples,Facebook,16,1380,1,10,53,0.0189
Davidson,United States,North America,/gallery/world-internet-usage,Examples,Facebook,28,1550,0,10,20,0
Dayton,United States,North America,/gallery/nba-heatmap,Examples,Organic,38,1330,0,10,26,0
Dublin,Ireland,Europe,/gallery,Examples,Linkedin,210,12500,1,100,580,0.0017
Dublin,Ireland,Europe,/download,Register,Linkedin,200,1190,1,100,440,0.0023
Durham,United States,North America,/gallery/college-football-recruiting,Examples,Facebook,11,1480,1,10,30,0.0333
Durham,United States,North America,/upgrade,User,Organic,18,168,0,14,27,0
Embrach,Switzerland,Europe,/download,Register,Linkedin,390,17700,10,156,240,0.0417
Floral Park,United States,North America,/gallery/corruption-index,Examples,Facebook,14,59,0,10,54,0
Fontana,United States,North America,/gallery/corruption-index,Examples,Facebook,19,1760,0,10,57,0
Frankfurt am Main,Germany,Europe,/gallery,Examples,Organic,336,80,1,80,184,0.0054
Greenville,United States,North America,/download,Register,Organic,15,470,0,10,23,0
Hempstead,United States,North America,/gallery/analysis-teeth,Examples,Organic,20,1590,1,10,47,0.0213
Hilo,United States,North America,/gallery/taleof100,Examples,Organic,36,1110,0,10,49,0
Hoofddorp,Netherlands,Europe,/gallery/world-internet-usage,Examples,Linkedin,368,4824,1,80,472,0.0021
Huntersville,United States,North America,/download,Register,Organic,33,188,0,10,49,0
Istanbul,Turkey,Europe,/gallery/how-burn-most-calories,Examples,Twitter,500,14000,0,200,350,0
Labege,France,Europe,/gallery/graffiti,Examples,Organic,176,3600,0,80,192,0
Libertyville,United States,North America,/gallery/world-internet-usage,Examples,Organic,34,1720,0,10,57,0
London,United Kingdom,Europe,/download,Register,Organic,200,1900,1,40,172,0.0058
London,United Kingdom,Europe,/gallery/world-internet-usage,Examples,Linkedin,168,3920,4,40,132,0.0303
London,United Kingdom,Europe,/gallery/world-internet-usage,Examples,Facebook,44,1304,0,40,120,0
London,United Kingdom,Europe,/gallery/netflix-selector,Examples,Organic,188,6320,0,40,120,0
Londonderry,United Kingdom,Europe,/knowledgebase/sharing-views,User,Organic,152,4384,0,32,112,0
Medellin,Colombia,South America,/gallery/taleof100,Examples,Linkedin,460,12400,1,100,380,0.0026
Melbourne,Australia,Oceania,/gallery/corruption-index,Examples,Facebook,96,7020,0,60,204,0
Mexico City,Mexico,North America,/gallery/corruption-index,Examples,Linkedin,150,18990,1,100,380,0.0026
Minneapolis,United States,North America,/gallery/us-population-race,Examples,Organic,34,480,0,10,45,0
Moron,Argentina,South America,/download,Register,Linkedin,252,3720,1,60,276,0.0036
Nei-Hu,Taiwan,Asia,/gallery,Examples,Linkedin,110,15200,2,100,430,0.0047
New York,United States,North America,/gallery/spending-president,Examples,Facebook,50,1210,0,10,59,0
New York,United States,North America,/download,Register,Linkedin,28,1340,0,10,54,0
New York,United States,North America,/gallery,Examples,Organic,45,287,0,10,37,0
New York,United States,North America,/faq,User,Organic,46,1731,0,10,30,0
Oklahoma City,United States,North America,/gallery/world-internet-usage,Examples,Facebook,21,580,1,10,30,0.0333
Olympia,United States,North America,/download,Register,Twitter,20,366,0,10,23,0
Pittsburgh,United States,North America,/gallery,Examples,Organic,31,297,0,10,40,0
Portland,United States,North America,/gallery/world-internet-usage,Examples,Facebook,20,1020,0,10,37,0
Raleigh,United States,North America,/examples,Training,Facebook,23,119,0,10,41,0
Salt Lake City,United States,North America,/gallery/which-country-uses-most-oil,Examples,Facebook,47,890,0,10,24,0
Salta,Argentina,South America,/download,Register,Linkedin,120,3960,1,60,276,0.0036
Santiago,Chile,South America,/gallery,Examples,Organic,490,990,1,100,530,0.0019
Seattle,United States,North America,/gallery/taleof100,Examples,Organic,19,1800,0,10,50,0
Silver Spring,United States,North America,/knowledgebase/sharing-views,User,Organic,48,8111,0,31,64,0
Strasbourg,France,Europe,/download,Register,Organic,192,1664,8,80,168,0.0476
Stuttgart,Germany,Europe,/gallery/corruption-index,Examples,Linkedin,320,472,1,80,408,0.0025
Tallahassee,United States,North America,/gallery/world-internet-usage,Examples,Organic,14,1270,0,10,58,0
Tarrytown,United States,North America,/app/6.0/start,User,Organic,45,960,0,20,36,0
Teddington,United Kingdom,Europe,/gallery/world-internet-usage,Examples,Facebook,152,5160,1,40,204,0.0049
Teresina,Brazil,South America,/download,Register,Linkedin,104,3480,1,80,432,0.0023
Vancouver,Canada,North America,/gallery/world-internet-usage,Examples,Organic,282,3660,1,60,282,0.0035
Vancouver,Canada,North America,/gallery,Examples,Linkedin,60,5820,0,60,264,0
Wasilla,United States,North America,/gallery/us-population-race,Examples,Organic,43,1220,0,10,40,0
Andover,United States,North America,/gallery/topic/Travel-and-Lifestyle,Examples,Organic,47,1010,0,10,59,0
Ardmore,United States,North America,/gallery/gannett-award,Examples,Linkedin,89,3240,0,30,44,0
Auckland,New Zealand,Oceania,/gallery/deadliest-cities,Examples,Twitter,460,16100,10,270,560,0.0179
Bangalore,India,Asia,/download-menu,Register,Organic,168,7860,1,60,300,0.0033
Bangkok,Thailand,Asia,/examples,Training,Organic,140,10400,1,100,270,0.0037
Barker,United States,North America,/download,Register,Facebook,31,2730,0,10,58,0
Bellevue,United States,North America,/gallery,Examples,Facebook,13,336,0,10,43,0
Berlin,Germany,Europe,/gallery/corruption-index,Examples,Twitter,352,30624,8,80,384,0.0208
Berlin,Germany,Europe,/gallery/taleof100,Examples,Linkedin,280,4400,1,80,304,0.0033
Bratislava,Slovakia,Europe,/gallery,Examples,Facebook,2220,117310,5,490,640,0.0078
Brisbane,Australia,Oceania,/gallery/deadliest-cities,Examples,Organic,264,2520,0,60,138,0
Brussels,Belgium,Europe,/how-it-works,User,Linkedin,200,5740,1,110,410,0.0024
Buenos Aires,Argentina,South America,/download,Register,Linkedin,474,36678,1,240,366,0.0027
Butler,United States,North America,/download,Register,Linkedin,16,168,0,10,60,0
Calgary,Canada,North America,/upgrade,User,Facebook,258,5544,0,84,252,0
Cambridge,United States,North America,/terms,User,Organic,49,1790,0,13,49,0
Canberra,Australia,Oceania,/download,Register,Organic,258,1956,0,60,228,0
Charlotte,United States,North America,/gallery/deadliest-cities,Examples,Linkedin,35,650,0,10,21,0
Chungli,Taiwan,Asia,/knowledgebase/best-practices-designing-piecees-and-dashboards,User,Organic,270,12300,1,150,430,0.0023
Ciudad Juarez,Mexico,North America,/gallery/deadliest-cities,Examples,Linkedin,300,8000,2,130,550,0.0036
Connahs Quay,United Kingdom,Europe,/download,Register,Linkedin,48,236,1,40,160,0.0063
Cordoba,Argentina,South America,/download,Register,Linkedin,216,6588,0,60,210,0
Cumberland,United States,North America,/download,Register,Facebook,29,1010,0,10,48,0
Curitiba,Brazil,South America,/gallery/corruption-index,Examples,Facebook,392,8400,1,80,312,0.0032
Dallas,United States,North America,/gallery/corruption-index,Examples,Facebook,48,1430,0,10,58,0
Dnipropetrovs'k,Ukraine,Europe,/download,Register,Organic,300,11000,10,100,440,0.0227
Dublin,Ireland,Europe,/gallery,Examples,Linkedin,330,990,1,100,410,0.0024
Dunn Loring,United States,North America,/gallery/nba-heatmap,Examples,Organic,13,1180,0,10,54,0
Durham,United States,North America,/gallery,Examples,Linkedin,25,520,0,10,41,0
Eau Claire,United States,North America,/gallery/american-league-offensive,Examples,Organic,36,1440,0,10,58,0
Geneva,Switzerland,Europe,/gallery/deadliest-cities,Examples,Twitter,440,10400,1,173,500,0.002
Groningen,Netherlands,Europe,/download-menu,Register,Facebook,256,392,1,80,224,0.0045
Hartford,United States,North America,/gallery/corruption-index,Examples,Linkedin,48,790,0,10,56,0
Hays,United States,North America,/gallery/spending-president,Examples,Organic,31,980,0,10,58,0
Heilbronn,Germany,Europe,/gallery/world-internet-usage,Examples,Linkedin,192,6960,0,80,240,0
Hospitalet de Llobregat,Spain,Europe,/download,Register,Linkedin,312,872,0,80,256,0
Hyderabad,India,Asia,/gallery/taleof100,Examples,Linkedin,156,4572,0,60,324,0
Kharkiv,Ukraine,Europe,/gallery,Examples,Linkedin,410,13800,1,100,600,0.0017
Kyiv,Ukraine,Europe,/comparison,User,Linkedin,210,7000,2,100,510,0.0039
La Victoria,Peru,South America,/gallery/making-pay-gap-look-good,Examples,Linkedin,400,6000,10,100,360,0.0278
Lafayette,United States,North America,/how-it-works,User,Facebook,28,1120,0,10,23,0
Lexington,United States,North America,/gallery/are-you-ready-some-football,Examples,Linkedin,34,138,0,10,39,0
Lexington,United States,North America,/gallery,Examples,Organic,43,653,0,10,38,0
London,United Kingdom,Europe,/gallery,Examples,Linkedin,68,1344,0,40,172,0
London,United Kingdom,Europe,/gallery,Examples,Facebook,200,120,0,40,104,0
London,United Kingdom,Europe,/gallery/taleof100,Examples,Facebook,108,1464,0,40,100,0
London,United Kingdom,Europe,/how-it-works,User,Linkedin,160,4360,4,40,100,0.04
London,United Kingdom,Europe,/gallery/world-internet-usage,Examples,Facebook,160,4548,0,40,88,0
London,United Kingdom,Europe,/download,Register,Linkedin,160,5856,4,40,88,0.0455
Madison,United States,North America,/gallery/deadliest-cities,Examples,Twitter,36,590,0,10,29,0
Mansfield,United States,North America,/download,Register,Facebook,12,653,0,10,51,0
Marlow,United Kingdom,Europe,/gallery/world-internet-usage,Examples,Organic,136,6600,1,40,196,0.0051
Menlo Park,United States,North America,/gallery/nba-heatmap,Examples,Organic,25,420,0,10,51,0
Montreal,Canada,North America,/gallery/taleof100,Examples,Organic,138,8220,1,60,222,0.0045
Moron,Argentina,South America,/download,Register,Linkedin,258,4380,1,60,168,0.006
Nanjing,China,Asia,/download,Register,Linkedin,440,81192,2,160,768,0.0026
New Delhi,India,Asia,/download-menu,Register,Organic,114,948,1,60,342,0.0029
New Delhi,India,Asia,/gallery/visualizing-global-poverty-trends,Examples,Organic,234,3120,1,60,216,0.0046
New York,United States,North America,/download,Register,Linkedin,38,267,0,20,75,0
New York,United States,North America,/gallery,Examples,Facebook,24,1236,0,10,56,0
New York,United States,North America,/gallery/holiday-work-visa,Examples,Facebook,26,2077,1,10,50,0.02
New York,United States,North America,/thanks,User,Linkedin,46,2809,0,17,47,0
New York,United States,North America,/thanks,User,Facebook,52,138,0,23,38,0
Norman,United States,North America,/download,Register,Organic,11,109,0,10,42,0
North York,Canada,North America,/gallery,Examples,Linkedin,180,1422,0,60,204,0
Oakland,United States,North America,/gallery/deadliest-cities,Examples,Organic,41,1360,0,10,49,0
Oxford,United Kingdom,Europe,/download,Register,Linkedin,56,832,0,40,184,0
Portland,United States,North America,/gallery/corruption-index,Examples,Facebook,13,1600,0,10,40,0
Pune,India,Asia,/gallery,Examples,Facebook,246,948,1,60,222,0.0045
Pune,India,Asia,/faq,User,Organic,294,7380,0,60,222,0
Quebec,Canada,North America,/download,Register,Linkedin,228,714,0,60,180,0
Quebec,Canada,North America,/examples?build=7000.12.1122.2200,Training,Linkedin,108,294,0,60,132,0
Rafaela,Argentina,South America,/gallery/corruption-index,Examples,Linkedin,174,4500,1,60,192,0.0052
Raleigh,United States,North America,/download,Register,Linkedin,33,79,0,10,57,0
Reading,United Kingdom,Europe,/download,Register,Organic,80,908,1,40,192,0.0052
Rio de Janeiro,Brazil,South America,/how-it-works,User,Linkedin,272,35296,1,88,248,0.004
Rockland,United States,North America,/how-it-works,User,Facebook,19,2572,0,11,44,0
Rockland,United States,North America,/download,Register,Facebook,41,99,0,10,21,0
Rome,Italy,Europe,/gallery/corruption-index,Examples,Linkedin,320,3760,1,80,272,0.0037
s Gravenhage,Netherlands,Europe,/download,Register,Linkedin,160,952,1,80,424,0.0024
Sacramento,United States,North America,/app/6.0/start,User,Facebook,26,610,0,10,48,0
Salta,Argentina,South America,/download,Register,Linkedin,84,594,1,60,300,0.0033
San Antonio,United States,North America,/gallery/us-population-race,Examples,Organic,37,1780,1,10,41,0.0244
San Francisco,United States,North America,/terms,User,Linkedin,78,1075,0,25,71,0
San Francisco,United States,North America,/gallery,Examples,Linkedin,20,720,0,10,49,0
San Jose,United States,North America,/gallery/corruption-index,Examples,Twitter,50,420,0,10,27,0
Santiago,Chile,South America,/download,Register,Linkedin,220,5100,1,100,220,0.0045
Seattle,United States,North America,/gallery/corruption-index,Examples,Twitter,31,1600,0,10,55,0
Shibuya,Japan,Asia,/how-it-works,User,Linkedin,160,1960,2,56,550,0.0036
Singapore,Singapore,Asia,/gallery/holiday-work-visa,Examples,Facebook,270,11200,10,100,600,0.0167
Singapore,Singapore,Asia,/gallery/holiday-work-visa,Examples,Linkedin,260,8800,0,100,300,0
Skippack,United States,North America,/gallery/corruption-index,Examples,Facebook,44,1140,0,10,43,0
Springfield,United States,North America,/download,Register,Facebook,41,430,0,10,51,0
St-Laurent,Canada,North America,/download,Register,Linkedin,120,4320,1,60,234,0.0043
Sunnyvale,United States,North America,/download,Register,Facebook,12,138,0,10,33,0
Sydney,Australia,Oceania,/gallery,Examples,Organic,276,4452,6,60,156,0.0385
Tempe,United States,North America,/gallery/case-shiller-0,Examples,Facebook,35,1410,1,10,51,0.0196
Tucson,United States,North America,/download,Register,Twitter,19,257,1,10,60,0.0167
Waco,United States,North America,/gallery/high-school-graduation-rates,Examples,Linkedin,38,620,0,10,47,0
Westlake Village,United States,North America,/gallery,Examples,Linkedin,30,1610,0,10,36,0
Wheat Ridge,United States,North America,/gallery/us-population-race,Examples,Organic,17,810,1,10,20,0.05
Woodinville,United States,North America,/gallery/college-football-recruiting,Examples,Linkedin,32,450,1,10,36,0.0278
Zurich,Switzerland,Europe,/gallery/corruption-index,Examples,Linkedin,400,15000,3,200,480,0.0063
Bedford,United States,North America,/gallery,Examples,Organic,41,79,0,10,43,0
Bellevue,United States,North America,/gallery/deadliest-cities,Examples,Facebook,23,600,0,10,60,0
Bletchley,United Kingdom,Europe,/gallery/deadliest-cities,Examples,Facebook,148,4560,0,40,88,0
Bratislava,Slovakia,Europe,/gallery,Examples,Facebook,1260,134420,2,400,750,0.0027
Brussels,Belgium,Europe,/download,Register,Linkedin,440,4900,10,100,220,0.0455
Charlotte,United States,North America,/how-it-works,User,Facebook,33,208,0,11,59,0
Chesapeake,United States,North America,/gallery/spending-president,Examples,Organic,27,840,1,10,51,0.0196
Chungli,Taiwan,Asia,/knowledgebase/best-practices-designing-piecees-and-dashboards,User,Organic,880,21280,1,280,730,0.0014
Davidson,United States,North America,/gallery/deadliest-cities,Examples,Facebook,39,712,0,10,51,0
Deerfield,United States,North America,/gallery/deadliest-cities,Examples,Twitter,30,680,0,10,23,0
Derby,United Kingdom,Europe,/knowledgebase/all?page=2,User,Organic,520,18348,0,132,244,0
Derby,United Kingdom,Europe,/download,Register,Organic,64,516,1,40,232,0.0043
Detroit,United States,North America,/knowledgebase/sharing-views,User,Organic,53,1118,0,13,59,0
Detroit,United States,North America,/download,Register,Organic,47,99,0,10,55,0
Erode,India,Asia,/gallery/job-growth-recession,Examples,Organic,210,1188,0,60,222,0
Gates Mills,United States,North America,/gallery/deadliest-cities,Examples,Facebook,15,680,1,10,54,0.0185
Gates Mills,United States,North America,/gallery/corruption-index,Examples,Facebook,24,1800,0,10,50,0
Geneva,Switzerland,Europe,/knowledgebase/sharing-views,User,Facebook,920,28820,1,220,610,0.0016
Hamilton,New Zealand,Oceania,/how-it-works,User,Organic,260,18500,1,150,340,0.0029
Harrisburg,United States,North America,/gallery/poverty-italy,Examples,Organic,28,830,1,10,20,0.05
